Id,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Definition,Circulation Active Month,Circulation Active Year,Notice Preference Definition,Provided Email Address,Year Patron Registered,Outside of County,Supervisor District
1097,ADULT,511,232,55 to 59 years,Main Library,June,2016,email,TRUE,2003,FALSE,
1098,ADULT,7,0,25 to 34 years,Richmond,April,2016,email,TRUE,2015,FALSE,
1099,ADULT,30,5,20 to 24 years,Main Library,July,2016,email,TRUE,2013,FALSE,1
1100,ADULT,11,13,25 to 34 years,North Beach,April,2014,email,TRUE,2009,FALSE,2
1101,ADULT,27,53,60 to 64 years,Main Library,July,2016,phone,FALSE,2012,FALSE,1
1102,SENIOR,484,1,65 to 74 years,Golden Gate Valley,December,2015,email,TRUE,2003,FALSE,2
1103,ADULT,25,1,25 to 34 years,Bayview/Linda Brooks-Burton,April,2015,phone,FALSE,2013,FALSE,10
1104,ADULT,0,0,45 to 54 years,Main Library,April,2014,email,TRUE,2014,FALSE,6
1105,WELCOME,0,0,25 to 34 years,Main Library,None,None,email,TRUE,2015,FALSE,11
1106,WELCOME,0,0,25 to 34 years,Main Library,None,None,email,TRUE,2015,FALSE,11
1107,WELCOME,0,0,25 to 34 years,Main Library,None,None,email,TRUE,2015,FALSE,11
1108,WELCOME,0,0,25 to 34 years,Main Library,None,None,email,TRUE,2015,FALSE,11
1109,WELCOME,0,0,25 to 34 years,Main Library,None,None,email,TRUE,2015,FALSE,11
1110,WELCOME,0,0,25 to 34 years,Main Library,None,None,email,TRUE,2015,FALSE,11
1111,WELCOME,0,0,25 to 34 years,Main Library,None,None,email,TRUE,2015,FALSE,11
1112,WELCOME,0,0,25 to 34 years,Main Library,None,None,email,TRUE,2015,FALSE,11
1113,WELCOME,0,0,25 to 34 years,Main Library,None,None,email,TRUE,2015,FALSE,11
1114,WELCOME,0,0,25 to 34 years,Main Library,None,None,email,TRUE,2015,FALSE,11
1115,WELCOME,0,0,25 to 34 years,Main Library,None,None,email,TRUE,2015,FALSE,11
1116,WELCOME,0,0,25 to 34 years,Main Library,None,None,email,TRUE,2015,FALSE,11
1117,WELCOME,0,0,25 to 34 years,Main Library,None,None,email,TRUE,2015,FALSE,11
1118,ADULT,208,1,20 to 24 years,Ortega,February,2014,email,TRUE,2003,FALSE,4
1119,ADULT,90,90,35 to 44 years,Bernal Heights,July,2016,email,TRUE,2003,FALSE,
1120,ADULT,305,1,45 to 54 years,Sunset,July,2015,email,TRUE,2003,FALSE,5
1121,ADULT,963,391,45 to 54 years,Main Library,July,2014,email,TRUE,2003,TRUE,
1122,ADULT,633,570,45 to 54 years,Bernal Heights,July,2016,email,TRUE,2003,FALSE,9
1123,ADULT,10,0,55 to 59 years,Main Library,May,2016,phone,FALSE,2008,TRUE,
1124,ADULT,432,71,45 to 54 years,Sunset,July,2016,email,TRUE,2009,FALSE,4
1125,ADULT,1,3,25 to 34 years,Eureka Valley/Harvey Milk Memorial,August,2014,email,TRUE,2014,FALSE,8
1126,ADULT,2,0,20 to 24 years,Merced,December,2015,email,TRUE,2015,FALSE,7
1127,ADULT,57,0,20 to 24 years,Main Library,March,2013,email,TRUE,2012,FALSE,5
1128,ADULT,6,12,25 to 34 years,Main Library,November,2015,email,TRUE,2015,FALSE,5
1129,ADULT,15,16,45 to 54 years,Main Library,May,2013,email,TRUE,2013,FALSE,5
1130,ADULT,48,0,55 to 59 years,Bayview/Linda Brooks-Burton,October,2013,phone,FALSE,2005,FALSE,10
1131,ADULT,32,19,45 to 54 years,Richmond,February,2015,email,TRUE,2013,FALSE,4
1132,ADULT,9,0,25 to 34 years,Mission,April,2013,email,TRUE,2013,FALSE,5
1133,ADULT,221,140,55 to 59 years,Main Library,March,2016,email,TRUE,2003,TRUE,
1134,WELCOME,1,0,25 to 34 years,Mission Bay,April,2014,email,TRUE,2013,FALSE,
1135,SENIOR,4,0,65 to 74 years,Chinatown,November,2008,phone,FALSE,2008,FALSE,3
1136,ADULT,691,253,20 to 24 years,Parkside,August,2013,email,TRUE,2003,FALSE,4
1137,ADULT,0,0,20 to 24 years,Park,None,None,email,TRUE,2014,FALSE,5
1138,ADULT,0,0,20 to 24 years,Park,None,None,email,TRUE,2014,FALSE,5
1139,ADULT,0,0,20 to 24 years,Park,None,None,email,TRUE,2014,FALSE,5
1140,SENIOR,397,253,65 to 74 years,Main Library,July,2013,email,TRUE,2003,FALSE,7
1141,ADULT,166,37,45 to 54 years,Bernal Heights,June,2016,email,TRUE,2005,FALSE,9
1142,ADULT,310,134,35 to 44 years,Eureka Valley/Harvey Milk Memorial,July,2016,email,TRUE,2003,FALSE,8
1143,ADULT,20,21,45 to 54 years,Main Library,September,2014,email,TRUE,2011,TRUE,
1144,TEACHER CARD,17,12,25 to 34 years,Noe Valley/Sally Brunn,June,2016,email,TRUE,2014,FALSE,8
1145,ADULT,1709,836,55 to 59 years,Portola,July,2016,email,TRUE,2008,FALSE,6
1146,ADULT,16,11,55 to 59 years,Main Library,June,2014,email,TRUE,2010,TRUE,
1147,ADULT,319,127,45 to 54 years,Bayview/Linda Brooks-Burton,September,2014,phone,FALSE,2007,FALSE,10
1148,ADULT,689,37,45 to 54 years,Richmond,July,2016,email,TRUE,2003,FALSE,8
1149,ADULT,11,11,60 to 64 years,Main Library,March,2014,email,TRUE,2003,FALSE,
1150,ADULT,17,1,25 to 34 years,Presidio,January,2013,email,TRUE,2012,FALSE,4
1151,ADULT,9,0,20 to 24 years,Bayview/Linda Brooks-Burton,June,2014,email,TRUE,2013,FALSE,10
1152,WELCOME,0,0,35 to 44 years,West Portal,None,None,email,TRUE,2015,FALSE,
1153,ADULT,76,62,25 to 34 years,Merced,January,2015,email,TRUE,2012,TRUE,
1154,ADULT,219,276,45 to 54 years,Chinatown,June,2016,email,TRUE,2011,TRUE,
1155,ADULT,1,0,45 to 54 years,Ortega,April,2014,email,TRUE,2012,FALSE,4
1156,ADULT,3,0,45 to 54 years,Mission Bay,July,2015,email,TRUE,2015,TRUE,
1157,ADULT,82,28,20 to 24 years,Ocean View,July,2016,phone,FALSE,2003,FALSE,10
1158,ADULT,7,8,60 to 64 years,Chinatown,June,2015,print,FALSE,2013,TRUE,
1159,ADULT,54,12,45 to 54 years,Presidio,October,2015,email,TRUE,2003,FALSE,1
1160,ADULT,12,7,25 to 34 years,Excelsior,August,2014,email,TRUE,2012,FALSE,11
1161,ADULT,214,83,60 to 64 years,Ingleside,July,2016,email,TRUE,2003,FALSE,11
1162,ADULT,1,0,25 to 34 years,Mission,November,2015,phone,FALSE,2015,TRUE,
1163,ADULT,1,0,25 to 34 years,Mission,November,2015,phone,FALSE,2015,TRUE,
1164,ADULT,6,2,45 to 54 years,Main Library,September,2015,email,TRUE,2010,FALSE,
1165,ADULT,23,12,25 to 34 years,Bernal Heights,February,2016,email,TRUE,2015,FALSE,9
1166,ADULT,0,0,35 to 44 years,Mission,None,None,email,TRUE,2011,FALSE,8
1167,ADULT,0,0,35 to 44 years,Mission,None,None,email,TRUE,2011,FALSE,8
1168,ADULT,0,0,35 to 44 years,Mission,None,None,email,TRUE,2011,FALSE,8
1169,ADULT,7,0,25 to 34 years,Mission Bay,December,2015,email,TRUE,2014,FALSE,
1170,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1171,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1172,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1173,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1174,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1175,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1176,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1177,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1178,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1179,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1180,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1181,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1182,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1183,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1184,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1185,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1186,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1187,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1188,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1189,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1190,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1191,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1192,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1193,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1194,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1195,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1196,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1197,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1198,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1199,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1200,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1201,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1202,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1203,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1204,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1205,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1206,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1207,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1208,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1209,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1210,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1211,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1212,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1213,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1214,ADULT,0,0,25 to 34 years,Mission,None,None,email,TRUE,2014,FALSE,9
1215,ADULT,12,0,35 to 44 years,Western Addition,September,2015,email,TRUE,2009,FALSE,5
1216,ADULT,52,73,55 to 59 years,Ingleside,March,2015,email,TRUE,2007,FALSE,7
1217,ADULT,6,6,45 to 54 years,Main Library,July,2011,email,TRUE,2010,TRUE,
1218,ADULT,4969,1101,20 to 24 years,Parkside,April,2015,phone,FALSE,2004,FALSE,4
1219,ADULT,1164,760,25 to 34 years,Main Library,July,2016,email,TRUE,2003,FALSE,10
1220,ADULT,5,8,35 to 44 years,Main Library,September,2014,email,TRUE,2014,FALSE,7
1221,ADULT,3,0,35 to 44 years,Mission Bay,May,2014,email,TRUE,2012,FALSE,10
1222,SENIOR,1310,227,65 to 74 years,Anza,April,2016,email,TRUE,2010,FALSE,
1223,ADULT,11,20,25 to 34 years,Richmond,June,2014,email,TRUE,2011,FALSE,5
1224,ADULT,770,36,45 to 54 years,Mission,July,2016,email,TRUE,2008,TRUE,
1225,ADULT,116,110,55 to 59 years,Parkside,July,2016,phone,TRUE,2003,FALSE,4
1226,SENIOR,306,307,65 to 74 years,Eureka Valley/Harvey Milk Memorial,May,2016,email,TRUE,2003,FALSE,8
1227,ADULT,13,0,25 to 34 years,Bayview/Linda Brooks-Burton,September,2013,email,TRUE,2013,FALSE,10
1228,WELCOME,1,2,25 to 34 years,Mission Bay,May,2016,email,TRUE,2016,FALSE,6
1229,ADULT,304,6,25 to 34 years,Eureka Valley/Harvey Milk Memorial,October,2014,email,TRUE,2013,FALSE,3
1230,ADULT,487,128,45 to 54 years,Ortega,July,2016,email,TRUE,2003,FALSE,4
1231,ADULT,27,35,25 to 34 years,Western Addition,January,2014,email,TRUE,2011,FALSE,5
1232,SENIOR,91,20,65 to 74 years,Excelsior,November,2014,email,TRUE,2008,FALSE,10
1233,ADULT,4,12,25 to 34 years,Main Library,December,2015,email,TRUE,2008,FALSE,10
1234,ADULT,2,0,35 to 44 years,Ingleside,August,2013,phone,FALSE,2010,FALSE,7
1235,ADULT,7,32,25 to 34 years,Main Library,May,2016,email,TRUE,2016,FALSE,
1236,ADULT,32,2,35 to 44 years,Mission,September,2006,email,TRUE,2003,FALSE,9
1237,ADULT,113,33,35 to 44 years,Chinatown,January,2014,email,TRUE,2003,FALSE,
1238,ADULT,2,0,25 to 34 years,Anza,May,2016,phone,FALSE,2016,FALSE,1
1239,ADULT,12,3,25 to 34 years,Eureka Valley/Harvey Milk Memorial,November,2015,email,TRUE,2013,FALSE,8
1240,ADULT,157,47,45 to 54 years,Portola,July,2016,phone,FALSE,2003,FALSE,
1241,ADULT,77,37,35 to 44 years,Richmond,December,2015,email,TRUE,2004,FALSE,
1242,ADULT,0,0,45 to 54 years,Glen Park,None,None,email,TRUE,2009,FALSE,
1243,ADULT,0,0,45 to 54 years,Glen Park,None,None,email,TRUE,2009,FALSE,
1244,ADULT,48,0,25 to 34 years,Richmond,July,2016,email,TRUE,2012,FALSE,1
1245,ADULT,0,0,35 to 44 years,Park,September,2012,email,TRUE,2012,FALSE,10
1246,ADULT,4,5,60 to 64 years,Main Library,September,2005,email,TRUE,2003,FALSE,
1247,SENIOR,55,13,65 to 74 years,Main Library,August,2014,email,TRUE,2011,FALSE,3
1248,ADULT,934,374,20 to 24 years,Excelsior,November,2013,phone,TRUE,2003,FALSE,
1249,ADULT,4,0,25 to 34 years,Excelsior,April,2013,email,TRUE,2003,FALSE,10
1250,ADULT,88,68,45 to 54 years,Merced,July,2016,email,TRUE,2011,FALSE,11
1251,ADULT,97,15,60 to 64 years,Merced,July,2016,email,TRUE,2008,FALSE,7
1252,ADULT,42,69,35 to 44 years,Mission Bay,November,2015,email,TRUE,2013,FALSE,
1253,ADULT,0,0,35 to 44 years,Mission Bay,June,2015,email,TRUE,2015,FALSE,6
1254,ADULT,228,50,20 to 24 years,Mission,December,2012,email,TRUE,2009,FALSE,9
1255,ADULT,374,250,25 to 34 years,West Portal,July,2016,email,TRUE,2003,FALSE,7
1256,ADULT,36,11,25 to 34 years,Ortega,March,2014,email,TRUE,2011,FALSE,4
1257,ADULT,307,23,60 to 64 years,Marina,June,2016,email,TRUE,2015,FALSE,2
1258,ADULT,0,0,60 to 64 years,Main Library,None,None,phone,FALSE,2016,FALSE,6
1259,ADULT,0,0,60 to 64 years,Main Library,None,None,phone,FALSE,2016,FALSE,6
1260,ADULT,0,0,60 to 64 years,Main Library,None,None,phone,FALSE,2016,FALSE,6
1261,ADULT,0,0,60 to 64 years,Main Library,None,None,phone,FALSE,2016,FALSE,6
1262,ADULT,7,4,25 to 34 years,Mission,June,2016,email,TRUE,2015,FALSE,7
1263,ADULT,55,73,35 to 44 years,Main Library,January,2013,email,TRUE,2011,FALSE,8
1264,WELCOME,211,168,45 to 54 years,Main Library,June,2016,email,TRUE,2010,FALSE,6
1265,ADULT,1024,156,20 to 24 years,Richmond,May,2016,email,TRUE,2003,FALSE,1
1266,ADULT,36,16,20 to 24 years,Chinatown,October,2014,email,TRUE,2011,FALSE,11
1267,SENIOR,129,89,65 to 74 years,Main Library,June,2016,email,TRUE,2003,FALSE,2
1268,ADULT,139,145,35 to 44 years,Eureka Valley/Harvey Milk Memorial,April,2016,email,TRUE,2007,FALSE,8
1269,ADULT,17,0,25 to 34 years,Mission,October,2015,email,TRUE,2006,TRUE,
1270,ADULT,7,0,25 to 34 years,Western Addition,November,2015,email,TRUE,2014,FALSE,2
1271,ADULT,69,0,45 to 54 years,Sunset,November,2012,email,TRUE,2012,FALSE,5
1272,DIGITAL ACCESS CARD,0,0,45 to 54 years,Mission,None,None,email,TRUE,2016,TRUE,
